,评论ID,机型,规格,初评时间,初评内容,追评时间,追评内容,追评天数
936,1127399413613,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 10:31:44,继小米2s后再次回归小米，用了苹果，华为，小米11pro又让我有了消费的冲动，整体来说很棒，还是一样的小米，还有就是小米的背包，希望快快发货，支持雷总，为小米汽车添力！！！！！ 其他特色：马达反馈不错 拍照效果：大底无敌！ 电池续航：耐用，5000毫安大电池 显示效果：屏幕好评,,,
937,1128229995176,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 10:30:31,拍照效果：挺好的 电池续航：大续航，玩半天没什么大问题 运行速度：非常的快 显示效果：很顺滑手感好,,,
938,1126964140505,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-05 10:28:21,很满意！最近一直在关注各家发布的新机，直到小米11pro，主流品牌的生态和售后、屏幕和拍照、续航和散热、颜值和快充、性价比等等。 对个人而言，美中不足的就是重量略大、屏幕略大和888的发热，但整体而言是目前发布的机器中最适合我的！,,,
939,1127399021350,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 10:25:59,其他特色：后续发现中 拍照效果：很棒，夜景很好 电池续航：续航挺好的，没崩 通信音质：音质很好 运行速度：快到起飞 显示效果：2k超级清晰,,,
940,1127829462818,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 10:22:16,雷总造车加油,,,
941,1127397797218,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 10:18:58,宝贝收到了，很惊喜，质量非常好。买之前特意搜索了很多款手机，个人认为这款是性价比最高的。不打游戏，正常用没有感觉到发热情况，因为是2k曲面屏幕，看视频非常清晰。非常满意，打算战三年。很满意的一次购物。,,,
942,1126962828224,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 10:18:38,其他特色：小爱同学很喜欢了，众多手机中脱颖而出，跟小爱关系很大 拍照效果：这么大的底，应该可以更好，优化还需进一步努力 显示效果：2k+120hz，这种丝滑感，没得说，没事就滑滑，特别爽,,,
943,1127828990704,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 10:16:51,显示效果：小米nb，关键是快递忒快,,,
944,1127828210955,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 10:14:41,发货速度很快，手机也不错比想象中要好，支持小米，,,,
945,1127396733730,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 10:14:30,千呼万唤中，终于等到你！正式加入米粉。用了一下，非常棒，期待已久，不负众望！,,,
946,1126962156543,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 10:14:22,手机收到了用着可以运行啥的都可以性价比挺高的,,,
947,1128226999822,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 10:12:11,从荣耀跳过来的，用了3天，整体使用下来手机非常不错，无论是流畅续航还是屏幕素质都很好，就是这个MIUI12某些场景切换下会出现一下卡顿，过度不是很流畅，对比华为的ui感觉还是差点意思，希望12.5 能解决这些问题,,,
948,1127396733075,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 10:11:22,拍照效果：好，色彩很满意 电池续航：好，充电很快,,,
949,1128226759977,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 10:10:21,小米忠粉，买了5 6年的小米了，这次出新款立马入手了，一如既往的优秀，很满意，手机速度快！,,,
950,1127827742105,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 10:06:57,分辨率好高，格外清晰！ 充电超快的！ 紫色也很好看！,,,
951,1128225327377,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 09:58:57,很好 好评,,,
952,1126959848346,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-05 09:58:42,拍照效果好，玩游戏流畅，充电快能用一整天,,,
953,1127393785477,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 09:51:46,绿色超级漂亮，和实体店看的一样，2k屏幕细腻，拍照强悍，上一款手机也是小米，mis2s，新款旗舰进步太大，感叹科技发展日新月异,,,
954,1127393697090,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 09:49:18,刚买三个月的11丢了😭，正好赶上11pro发布，就立刻下单了。 雷总的发布会很有感染力，圈粉啦。生生不息！,,,
955,1127392897524,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 09:44:11,颜色很好看，紫色中带点银色，相机功能真滴强大，拍照效果没得说，老米粉了，一直支持小米手机。,,,
956,1127823906754,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 09:43:58,到手啦！从米8换成了米11Pro，米8电池太不给力了，一天要充好几次，就是看中5000ma电池才买的。手感没得说，还有手机套，就是充电插头怎么这么大哈。,2021-04-08 11:57:22,拍照真的好,3.0
957,1127823534580,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 09:40:14,其他特色：都很好 拍照效果：拍照很强大，尤其主摄，长焦也比p30pro清晰很多 电池续航：大电池续航给力 通信音质：通话音质很好 运行速度：很好 显示效果：屏幕细腻，流畅,,,
958,1127823546040,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 09:37:55,宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥，,,,
959,1126956060773,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 09:33:26,拍照效果：比11的拍照效果好，能放大50x 电池续航：5000ma够用 通信音质：声音清撤，立体音强 运行速度：速度不错 显示效果：开了dc调光，眼睛舒服了一点点,,,
960,1127390621222,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 09:26:56,手机买的不亏，小米越来越好了，真心给大家推荐,,,
961,1128219511996,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 09:20:32,小米手机我用了很多部，一直都很喜欢，连家里的电视也是小米的，11出来的时候我就已经很激动了，现在11Pro出来啦！果断入手，感觉真香！,,,
962,1127815346758,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 08:37:25,小米11Pro拍照效果真的很不错，特别是夜景照,,,
963,1127815070653,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 08:35:09,手机一天就到了我的手上，在等待的时候一直都是充满期待的。拿到手机以后，打开包装首先就有惊艳的感觉，颜值真的能打！开机后，无论是反应速度还是拍照清晰度都完爆我原来的苹果手机。近几年国产手机崛起的势头势不可挡，完全没有必要去买一些国外的手机，只有每个国人都能支持国产，购买国产，才能给中国自主品牌更多的信息去面对更多国际上的挑战！国产加油！小米加油！,,,
964,1126948512635,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 08:26:54,发布会当天就下定金了，2日0点刚过就以最快速度付完尾款，本来想说要好几天才能发货，毕竟太抢手了。没想到2日凌晨2点就发货了，真是快啊。手机运行确实极其流畅，做学习强国胜率提高不少啊，另外拍照也十分满意，特别是夜景非常清晰，值得拥有！！！,,,
965,1127814302798,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 08:26:44,手感细腻，运行流畅，拍照效果很好，续航很棒，5000的大电池爱了，重量有一点点压手，总体来说很满意,,,
966,1126946504327,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 07:56:57,手机到手很惊艳，颜值爆表，手感也相当不错，应用的打开速度相当快，屏幕也有很强的视觉冲击，使用很舒服，总之很满意，后期使用在慢慢感受。,,,
967,1128210455813,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-05 07:27:50,漂亮,,,
968,1127379245629,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 07:15:38,目前使用情况，真香！具体等使用一段时间再来评价！,,,
969,1128209803347,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 06:59:50,手机太给力了，又漂亮又快。从之前的红米note3  到小米8  到现在的11pro 小米手机是真的好，继续支持冲鸭🦆,2021-04-05 07:00:29,太给力啦，好喜欢120hz真爽,0.0
970,1128208367480,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 04:44:12,手机很给力，非常漂亮，很满意的一次购物，希望小米越来越强大,,,
971,1128208407314,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 04:31:00,真的很好用，不愧是安卓机皇，爱了爱了，期待未来的手机,,,
972,1126942904312,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 04:08:31,比米11重一点，送的透明壳，浅紫色，镜头处有点偏光色，小米换机一键导入还是挺方便的，就是音乐app的链接不行了，下载的音乐还有要重新缓存。送的流量卡还没启用，拍照效果日常完全够用，暗处拍照亮度会自动调整，主要是67w充电太香了！物流第二天就到家了。,,,
973,1126941980895,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 02:55:08,此用户没有填写评论!,2021-04-05 02:59:13,到手了   心爱的小米,0.0
974,1126941932023,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 02:05:53,拍照效果：夜景很棒！ 电池续航：快充特别优秀，半小时充满妥妥的,,,
975,1128206715779,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-05 01:58:41,拍照效果：拍摄，夜景效果都还是可以的，长焦和自拍效果一般 电池续航：电池消耗还是能接受的，虽然比我之前用的麒麟980消耗高点 通信音质：音质自带3D立体效果 运行速度：速度很快，一局王者效果全开不卡，耗电量百分之六 显示效果：屏幕色彩调教的不错,,,
976,1128206751402,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 01:41:03,买来做备用机，一直用苹果，操作还是有差别，各有千秋吧。指纹识别速度一般,,,
977,1127375321943,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-05 01:34:27,莫名奇妙的快递慢的一匹，冬天的暖宝宝。现在在晚上暗光环境下拍照居然gn2的主摄镜头会出现紫边现象,,,
978,1127375329612,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 01:22:05,手机很好看，手感非常好，打游戏也非常快。觉已经很好了。,,,
979,1127375533091,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-05 01:18:36,用了三天小米，速度快是其一，但我觉得12GB内存会更快。这是我第一次用小米，希望能给我不一样的惊喜。拍照确实很让人欣喜若狂哦,,,
980,1127375489229,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 01:18:22,刚收到两天，手机没有卡顿，打游戏流畅，屏幕画质照相一流。,,,
981,1126940816151,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 01:07:03,从一加7 pro换到这个机子，手感差不多，流畅一点点，拍照好一点，充电续航好很多，系统更不用说了，不算太惊艳的机子，用着挺舒服，好评好评！,,,
982,1127806498074,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 00:53:39,上次好不容易抢到了小米11紫色那款，但是我总觉得用不习惯，买的手机壳都到了，最后还是退了。这次买的pro就可以，发货真挺快的，没在薇娅直播间抢到，没想到官网还有挺多的，而且充电比苹果是真的快太多了！我真是被电池折磨的没脾气，今下午充了二十多分钟就一下子从三十多到七十，太快了。用着也挺舒服的，留下了立马收货评价。希望好看的手机壳赶紧上吧，着实得准备保护好。,,,
983,1127804910912,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-05 00:21:54,其他特色：就后面镜头凸出来其实不太ok，重量还是有的，但是5000毫安控制在这个重量也算ok了 拍照效果：拍照很厉害，望远镜用 电池续航：不太ok，得开60才会不太耗电 运行速度：快快快，就是火龙888懂得都懂 显示效果：我最喜欢这个，真的和我原来的手机两个感受，绝了,,,
984,1127804238818,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-05 00:07:34,物流很快 手机外观也是好看的 续航能力还行 游戏很流畅 相机可以当望远镜🔭用,,,
985,1128203967315,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 00:07:18,手机发货速度实在是太快了，一直用小米，从来没有改变过，一如既往的好用！！,,,
986,1127372753049,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-05 00:00:21,一款优秀的作品，总是要跨越千山万水历经磨难的，伴随着小米一路成长，坐等雷布斯的小米汽车！,,,
987,1127803602169,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 23:48:11,手机发热太严重了，手机就普通刷视频都发热,,,
988,1126937016866,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 23:46:50,夜景相当好，拍照自动补光都不用开灯了,,,
989,1127371933231,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 23:44:09,儿子说挺好的。,,,
990,1127802594719,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 23:36:49,其他的都蛮好的，就是不知道为什么微信通话的时候对方能听到手机的声音,,,
991,1126935580704,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 23:19:00,1.预约的绿色，后面看了测评紫色磨砂真的绝了，找售后就是不给换个色，我是真没搞懂，换个色就这么难？拿到手之后感觉还可以就是指纹收集的很厉害吧，所以带套吧 2.性能没的说888牛*，音质没的说牛*，屏幕没的说牛*，拍照&hellip;&hellip;这个对直男没用，能扫码就行 3.功耗和发热是真的明显在较高网速和较大性能使用时，正常模式耗电是真的快，背面可以感觉到很热，就现在正常模式下地铁上玩了半小时手机电从100到92了哈哈，所以开省点模式吧骚年，用1080p和低刷吧，只要手机不烫掉电就很慢了 4.这真的是我用自己赚的钱买的最贵的手机了哈哈，今年24本命年算是给自己的礼物吧哈哈，打算用个三年哈哈，旧手机还能折现一千多哈哈 5.生生不息💪,,,
992,1127798006730,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 23:17:53,除了指纹解锁有点慢，其他都可以。尤其是相机非常清楚，完美。电池够用，一天充一次。通话声音清晰。2K屏幕舒服。,2021-04-04 23:23:36,玩了两天不卡也不发热中度游戏,0.0
993,1126935208782,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 23:15:29,绿色款比想象颜色好看很多，黑色看起来很商务，高大上，充电器也非常给力，超级快，没有失望，赞👍🏻,,,
994,1127370145039,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 23:13:29,一天玩下来，感觉什么都好，高刷屏果然很舒服，就是感觉指纹解锁很慢，希望后面能优化下,,,
995,1127800986338,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 23:03:06,太好用了，这是我用过最好用的手机以后我只用小米，全国人民都用小米！！！,,,
996,1128199703118,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 22:54:02,手机是我老公帮我挑选的，最新发布的哦，而且样子颜色我也都很喜欢。,,,
997,1127368249254,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 22:50:52,这次购物挺愉快的，预约付尾款都很顺利，两天后新机到手，紫色可以说是惊艳，不是那种土紫，高大上，有质感，轻盈不笨重，其他的性能要等使用才知道ps：使劲的装app才用了40多g,,,
998,1127799362989,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 22:46:32,运行速度：运行速度很快，外观也好看，就是很棒很棒很棒！,,,
999,1126932788256,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 22:38:28,其他特色：颜色是我的最爱！ 拍照效果：后置像素不错！ 电池续航：充电超快,2021-04-08 13:05:57,虽然11pro里边有散热功能，可还是手机会烫。我从不喜欢玩各类游戏，就是纯看手机其他软件，时间长点就会烫，以前听人家说小米经常发热，没用过 这次看外观挺漂亮第一次买，这才玩了多久就热，&hellip;&hellip;,3.0
1000,1126932724360,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 22:37:45,此用户没有填写评论!,2021-04-06 21:33:11,手机好用拍照清晰，充电快,1.0
1001,1128198147354,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 22:36:23,手机很精致，反应速度很快，音质很好，拍照效果刚刚的，从米8到11pro，感觉进步是很明显的，无论是从品控还是从做工，绿色的很漂亮,,,
1002,1128198091267,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 22:35:17,宝贝很好看，质感也很好，喜欢的可以购买。支持小米,,,
1003,1126931812892,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 22:28:50,第一次用小米，很流畅，反应很灵敏。对于拍照有的人追求还原有的人追求艳丽，这款手机是后者。还好吧，适应一下就好了。音功放响效果真的不错！其他的优点慢慢发掘～,,,
1004,1128197287839,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 22:26:32,确认过眼神，这就是我喜欢的小米。无论是拍照续航还是屏幕信号，各个方面都令我很满意。 希望小米越做越好 电池续航：5000毫安大电池，十分耐用 运行速度：非常流畅 显示效果：完美,,,
1005,1127365469875,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 22:20:10,果断买的绿色，到手后没有失望，整机感觉不错。好屏幕+120hz 真爽，功能上来了电量下去了，还好充电充的快。拍照功能强大，还需继续探索，奉上一张刚刚拍的星星吧！（手抖了🙈）,,,
1006,1127365433993,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 22:19:47,电池续航：很棒👍🏻！ 运行速度：比小米10快了很多，打游戏一点也不卡！真香&hellip;&hellip;,,,
1007,1128195611959,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 22:08:23,电池续航：续航目前比较满意，打游戏很持续很久 通信音质：用的较少。 运行速度：运行速度非常满意。 显示效果：屏幕非常细腻，需要自己去设置下120hz 总体很棒，第一次买小米手机感觉不错。,,,
1008,1128195555979,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 22:08:12,从苹果换成了11pro，使用还不太适应，用了一天了，感觉还不错，从下午用掉点掉了百分之六十多，续航还可以接受，听说拍照不错，希望别让我失望。,,,
1009,1126930336429,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 22:08:08,充67w的充电很快，而且感觉5000毫安的电池很耐用，之前看了一加9pro，感觉不好用，果断选择小米，出乎我的意料。感觉非常呢好用，各方面都很强劲，下一办还是小米，感谢小米制造出这么好的产品供我们选择。,,,
1010,1128195867085,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 22:06:38,电池续航：手机非常漂亮  很喜欢  指纹解锁面部识别  特别快  非常喜欢  米粉一个  雷军加油干掉特斯拉！,,,
1011,1126930196565,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 22:06:08,到货了，物流非常快，手感不错，屏幕大，外观也不错，之前用的就是小米，以后还会支持的。,,,
1012,1127363941292,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 22:00:29,收到货了，真不愧是安卓机皇，各方面都很优秀，骁龙888很快，120刷新率很顺畅。拍照夜景很美，散热也还行，希望迷米越来越好。,,,
1013,1127363613914,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 21:58:59,当天早上就收到货了。 充电速度很快， 6.8的屏幕，操作灵敏，颜色纯正。 黑色外观很漂亮。 手机拍照清晰颜色丰富，暗光，50倍变焦，远处景象历历在目。 音质没得讲，双扬声器，很响亮。 电池耗电可以，没怎么感觉发烫。 希望小米越来越好用。,,,
1014,1128194579783,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 21:56:59,0点付款凌晨就发货了，可惜是从西安发货的过了三天才收到。到手感觉机子还是不错的，官网旗舰店没有199无线充电套餐最可惜的。再用几天再来追评,,,
1015,1127793662223,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 21:35:06,物流很快，第二天就到了，以前用的都用黑色，这次买了个紫的，颜值还可，2k+120Hz用着确实很舒服，不过掉电也挺快，很不错,,,
1016,1127360965676,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 21:30:26,很惊艳，手感不错,,,
1017,1127792862296,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 21:25:55,买来送人的，等了好久的小米出新品，看中它的散热和照相,,,
1018,1128191591501,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 21:24:23,宝贝很好，物流也很快，以后会继续支持小米,,,
1019,1127360109683,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 21:21:44,好几年不用小米了，以前品控不咋的，这下惊艳到我了！但是感觉还是很费电啊！希望能在系统更新中改善一下！,,,
1020,1128191167540,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 21:21:00,没有白色，遗憾,,,
1021,1126925632865,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 21:19:20,上午十点下单当天就收到了。拍照效果很不错，屏幕的清晰度也很高，潜望镜头很远的地方也能拍得很清楚，夜景拍得很棒。总结一下：拍照喜欢，显色喜欢，流畅度喜欢~nice！,,,
1022,1127359909584,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 21:18:42,物流很快，凌晨下单早上发货，包装无任何磕碰破损。 手机用了一天，说说感受： 1、首先性能888没话说，无压力运行最高画质天谕压力，只有轻微发热，在可接受范围内； 2、gn2大底，拍照细节丰富很多，1920p慢动作挺有意思，相机基本能满足**常摄影需求； 3、双扬声器也表现出更多高低音效果，除了音量感觉不输我几百的蓝牙音箱； 4、屏幕参数拉满的情况下（屏幕真的细腻舒服！），运行大型游戏续航一般（4小时-5小时的样子），不过在快充加持下（快充真的半个小时左右充满！）算是补上短板。 上一代米6用了三年，然后换成某品牌三千价位的手机，还是更喜欢miui的操作，综合来看11pro比较符合预期，又可以做三年钉子户了！,,,
1023,1126925664245,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 21:15:49,拍张非常好，很清晰，喜欢拍照的话这款小米11Pro是非常好的选择，充电速度也很快。,,,
1024,1127791738582,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 21:14:58,令人惊艳的新款，很轻薄很时尚，与小爱音响无缝对接。运行速度非常快！,,,
1025,1127791366895,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 21:14:10,拍照效果：杠杠的 电池续航：一天两冲，速度杠杠的 运行速度：杠杠的 收到之后就开始使用了，非常给力，希望未来使用中一直这么丝滑。,,,
1026,1126925092798,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 21:13:59,到货挺快的，紫色很好看，第一次用小米,,,
1027,1126924752841,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 21:10:08,日常使用，热，到手配置机身就有明显温度，续航比预期低些，三个小时大概掉25的电，其他的使用还不错，屏幕素质高于预期 其实这些问题不大，给一星是因为出厂膜没贴好，有明显气泡。已经撕了买碎屏险了。。这出厂贴膜自带气泡在2021年旗舰机上出现有点掉价,,,
